Seat ID,Demand Partner,Deal ID,Private Deal,Bid Requests,Bid Responses,Imps,Revenue,Bid eCPM,Bidfloor,Win Rate
16,Google DV360,VDMY_266453884,Yes,7252140,0,0,$ 0.00,$ 0.00,$ 3.75,0.00 %
16,Google DV360,VDMY_283664452,Yes,7134960,0,0,$ 0.00,$ 0.00,$ 4.00,0.00 %
16,Google DV360,VDMY_299759422,Yes,6878280,0,0,$ 0.00,$ 0.00,$ 4.57,0.00 %
16,Google DV360,VDMY_PR_31133,Yes,6868980,37200,14636,$ 73.18,$ 5.15,$ 5.00,0.21 %
16,Google DV360,VDMY_322613686,Yes,6723900,0,0,$ 0.00,$ 0.00,$ 4.40,0.00 %
16,Google DV360,VDMY_331428236,Yes,6709020,130200,77684,$ 349.58,$ 4.72,$ 4.50,1.16 %
16,Google DV360,VDMY_PH_11103,Yes,6688560,0,0,$ 0.00,$ 0.00,$ 5.00,0.00 %
16,Google DV360,VDMY_314221736,Yes,6664380,0,0,$ 0.00,$ 0.00,$ 3.25,0.00 %
16,Google DV360,VDMY_290580745,Yes,6547200,0,0,$ 0.00,$ 0.00,$ 11.00,0.00 %
16,Google DV360,VDMY_298312657,Yes,6495120,0,0,$ 0.00,$ 0.00,$ 4.00,0.00 %
16,Google DV360,VDMY_290790680,Yes,6437460,0,0,$ 0.00,$ 0.00,$ 4.90,0.00 %
16,Google DV360,VDMY_358132218,Yes,6381660,1860,5055,$ 22.75,$ 9.24,$ 4.50,0.08 %
80,MediaMath,deal-vidoomy-349,Yes,6337020,65100,29945,$ 119.78,$ 4.13,$ 4.00,0.47 %
16,Google DV360,VDMY_352548136,Yes,6325860,0,0,$ 0.00,$ 0.00,$ 20.00,0.00 %
16,Google DV360,VDMY_PH_58199,Yes,6262620,0,0,$ 0.00,$ 0.00,$ 5.00,0.00 %
16,Google DV360,VDMY_352477582,Yes,6217980,0,0,$ 0.00,$ 0.00,$ 15.00,0.00 %
16,Google DV360,VDMY_330444491,Yes,6186360,5580,4843,$ 24.21,$ 6.50,$ 5.00,0.08 %
16,Google DV360,VDMY_290963555,Yes,6123120,7440,5033,$ 30.20,$ 6.24,$ 6.00,0.08 %
16,Google DV360,VDMY_293951714,Yes,6119400,0,0,$ 0.00,$ 0.00,$ 5.42,0.00 %
16,Google DV360,VDMY_272180748,Yes,6046860,0,0,$ 0.00,$ 0.00,$ 4.90,0.00 %
16,Google DV360,VDMY_261855631,Yes,5963160,0,0,$ 0.00,$ 0.00,$ 5.00,0.00 %
16,Google DV360,VDMY_359123037,Yes,5950140,33480,14600,$ 73.00,$ 5.65,$ 5.00,0.25 %
16,Google DV360,VDMY_283245437,Yes,5942700,9300,6968,$ 34.14,$ 8.32,$ 4.90,0.12 %
16,Google DV360,VDMY_314014494,Yes,5883180,5580,4596,$ 22.98,$ 6.00,$ 5.00,0.08 %
16,Google DV360,VDMY_356168057,Yes,5782740,9300,6163,$ 30.20,$ 6.81,$ 4.90,0.11 %
16,Google DV360,VDMY_335268316,Yes,5438640,0,0,$ 0.00,$ 0.00,$ 4.50,0.00 %
16,Google DV360,VDMY_281012099,Yes,5431200,3720,4229,$ 26.64,$ 10.63,$ 6.30,0.08 %
16,Google DV360,VDMY_317811527,Yes,5360520,0,0,$ 0.00,$ 0.00,$ 5.00,0.00 %
16,Google DV360,VDMY_IP_11509,Yes,5340060,0,0,$ 0.00,$ 0.00,$ 4.50,0.00 %
16,Google DV360,VDMY_268323755,Yes,5269380,0,0,$ 0.00,$ 0.00,$ 5.00,0.00 %
80,MediaMath,VDMY_276881538,Yes,5263800,1860,556,$ 2.22,$ 4.00,$ 4.00,0.01 %
16,Google DV360,VDMY_328177515,Yes,4995960,0,0,$ 0.00,$ 0.00,$ 4.00,0.00 %
